# WLTP single-cell simulation export
# WLTP source: data/wltp/wltp_class3_cycle.csv
# Ambient temperature [C]: 25
# Cells:
#   - NMC811 (NMC811, model: ohmic, capacity: 5 Ah)
#   - LFP (LFP, model: rc, capacity: 4.8 Ah)
#   - NCA (NCA, model: thermal, capacity: 4.5 Ah)
time_s	drive.accel_mps2	drive.distance_m	drive.phase_id	drive.speed_kph	LFP.current_a	LFP.heat_w	LFP.ocv_v	LFP.power_kw	LFP.rc_surface_voltage_v	LFP.soc	LFP.temperature_c	LFP.voltage_v	NCA.current_a	NCA.heat_rejection_w	NCA.heat_w	NCA.ocv_v	NCA.power_kw	NCA.soc	NCA.temperature_c	NCA.voltage_v	NMC811.current_a	NMC811.heat_w	NMC811.ocv_v	NMC811.power_kw	NMC811.soc	NMC811.temperature_c	NMC811.voltage_v
1038	0	0	3	45	10	1.5	3.36059	0.0320858	0.0429858	0.575163	25	3.20858	11.125	1.12982	1.36142	3.61539	0.0388598	0.490159	26.3558	3.49301	8.875	0.945188	3.80458	0.0328204	0.643169	25	3.69808
1039	0	0	3	45	10	1.5	3.36013	0.0320837	0.0432376	0.574584	25	3.20837	11.125	1.13433	1.36142	3.61467	0.0388518	0.489473	26.3612	3.49229	8.875	0.945188	3.80396	0.032815	0.642676	25	3.69746
1040	0	0	3	45	10	1.5	3.35967	0.0320813	0.0434579	0.574005	25	3.20813	11.125	1.13876	1.36142	3.61395	0.0388437	0.488786	26.3665	3.49157	8.875	0.945188	3.80335	0.0328095	0.642183	25	3.69685
1041	0	0	3	45	10	1.5	3.3592	0.0320785	0.0436506	0.573427	25	3.20785	11.125	1.14309	1.36142	3.61323	0.0388357	0.488099	26.3717	3.49085	8.875	0.945188	3.80273	0.032804	0.64169	25	3.69623
1042	0	0	3	45	10	1.5	3.35874	0.0320756	0.0438193	0.572848	25	3.20756	11.125	1.14735	1.36142	3.6125	0.0388277	0.487412	26.3768	3.49013	8.875	0.945188	3.80211	0.0327986	0.641197	25	3.69561
1043	0	0	3	45	10	1.5	3.35828	0.0320725	0.0439669	0.572269	25	3.20725	11.125	1.15152	1.36142	3.61178	0.0388197	0.486726	26.3818	3.48941	8.875	0.945188	3.8015	0.0327931	0.640704	25	3.695
1044	0	0	3	45	10	1.5	3.35782	0.0320691	0.044096	0.571691	25	3.20691	11.125	1.15561	1.36142	3.61106	0.0388116	0.486039	26.3867	3.48869	8.875	0.945188	3.80088	0.0327876	0.640211	25	3.69438
1045	0.520833	0	3	46.875	12.1354	2.20903	3.35735	0.0384222	0.0454102	0.570988	25	3.16612	13.5469	1.17243	2.0187	3.61034	0.0468901	0.485203	26.4069	3.46133	10.724	1.38004	3.80026	0.0393738	0.639615	25	3.67158
1046	0.520833	0	3	48.75	12.4479	2.32426	3.35679	0.0393453	0.0467359	0.570268	25	3.16079	13.8854	1.1909	2.12085	3.60946	0.047998	0.484346	26.4291	3.45672	11.0104	1.45475	3.79952	0.0403795	0.639003	25	3.66739
1047	0.520833	0	3	50.625	12.7604	2.44242	3.35621	0.040265	0.0480716	0.569529	25	3.15546	14.224	1.21106	2.22553	3.60856	0.0491025	0.483468	26.4533	3.4521	11.2969	1.53143	3.79875	0.0413826	0.638376	25	3.66319
1048	0.520833	0	3	52.5	13.0729	2.56352	3.35562	0.0411812	0.0494162	0.568773	25	3.15012	14.5625	1.23292	2.33273	3.60764	0.0502035	0.482569	26.4795	3.44745	11.5833	1.61008	3.79797	0.0423831	0.637732	25	3.65897
1049	0.520833	0	3	54.375	13.3854	2.68754	3.35502	0.0420941	0.0507685	0.567998	25	3.14477	14.901	1.25648	2.44245	3.6067	0.0513011	0.481649	26.5078	3.44279	11.8698	1.6907	3.79717	0.0433809	0.637073	25	3.65473
1050	0.520833	0	3	56.25	13.6979	2.81449	3.3544	0.0430035	0.0521275	0.567206	25	3.13942	15.2396	1.28178	2.55469	3.60573	0.0523951	0.480708	26.5381	3.4381	12.1563	1.77329	3.79634	0.044376	0.636398	25	3.65047
1051	0.520833	0	3	58.125	14.0104	2.94438	3.35376	0.0439094	0.0534924	0.566395	25	3.13405	15.5781	1.30882	2.66946	3.60474	0.0534857	0.479746	26.5706	3.43338	12.4427	1.85785	3.7955	0.0453684	0.635706	25	3.64618
1052	0.520833	0	3	60	14.3229	3.07719	3.35312	0.0448118	0.0548625	0.565566	25	3.12868	15.9167	1.33761	2.78674	3.60373	0.0545727	0.478764	26.6051	3.42865	12.7292	1.94438	3.79463	0.0463581	0.634999	25	3.64188
1053	0.520833	0	3	61.875	14.6354	3.21293	3.35245	0.0457108	0.0562371	0.564719	25	3.1233	16.2552	1.36818	2.90655	3.6027	0.0556561	0.477761	26.6418	3.42389	13.0156	2.03288	3.79375	0.0473451	0.634276	25	3.63756
1054	0.520833	0	3	63.75	14.9479	3.3516	3.35178	0.0466062	0.0576157	0.563854	25	3.11791	16.5937	1.40054	3.02888	3.60165	0.056736	0.476736	26.6806	3.41912	13.3021	2.12335	3.79284	0.0483294	0.633537	25	3.63322
1055	0.520833	0	3	65.625	15.2604	3.4932	3.35108	0.0474981	0.0589977	0.562971	25	3.1125	16.9323	1.4347	3.15373	3.60057	0.0578122	0.475691	26.7216	3.41432	13.5885	2.21578	3.79192	0.0493109	0.632782	25	3.62886
1056	0.520833	0	3	67.5	15.5729	3.63774	3.35038	0.0483864	0.0603828	0.56207	25	3.10709	17.2708	1.47067	3.2811	3.59948	0.0588848	0.474625	26.7648	3.4095	13.875	2.31019	3.79098	0.0502896	0.632011	25	3.62448
1057	0.520833	0	3	69.375	15.8854	3.7852	3.34966	0.0492712	0.0617705	0.56115	25	3.10166	17.6094	1.50848	3.41099	3.59836	0.0599538	0.473538	26.8102	3.40465	14.1615	2.40656	3.79001	0.0512656	0.631224	25	3.62008
1058	0.520833	0	3	71.25	16.1979	3.93559	3.34892	0.0501523	0.0631605	0.560213	25	3.09622	17.9479	1.54813	3.5434	3.59721	0.0610191	0.47243	26.8578	3.39979	14.4479	2.50491	3.78903	0.0522387	0.630422	25	3.61566
1059	0.520833	0	3	73.125	16.5104	4.08891	3.34817	0.0510299	0.0645525	0.559257	25	3.09077	18.2865	1.58963	3.67834	3.59605	0.0620807	0.471301	26.9076	3.3949	14.7344	2.60522	3.78803	0.053209	0.629603	25	3.61121
1060	0.520833	0	3	75	16.8229	4.24516	3.34741	0.0519038	0.0659464	0.558284	25	3.08531	18.625	1.63301	3.8158	3.59487	0.0631386	0.470152	26.9596	3.38999	15.0208	2.70751	3.787	0.0541765	0.628769	25	3.60675
1061	0.520833	0	3	76.875	17.1354	4.40434	3.34663	0.0527741	0.0673417	0.557292	25	3.07983	18.9635	1.67826	3.95578	3.59366	0.0641927	0.468981	27.0139	3.38506	15.3073	2.81176	3.78596	0.0551411	0.627918	25	3.60227
1062	0.520833	0	3	78.75	17.4479	4.56645	3.34583	0.0536408	0.0687385	0.556283	25	3.07434	19.3021	1.72542	4.09827	3.59243	0.0652431	0.467789	27.0705	3.38011	15.5937	2.91798	3.7849	0.0561028	0.627052	25	3.59777
1063	0.520833	0	3	80.625	17.7604	4.73149	3.34503	0.0545038	0.0701364	0.555255	25	3.06883	19.6406	1.77447	4.2433	3.59118	0.0662897	0.466577	27.1294	3.37513	15.8802	3.02617	3.78382	0.0570616	0.62617	25	3.59325
1064	0.520833	0	3	82.5	18.0729	4.89945	3.3442	0.0553631	0.0715354	0.554209	25	3.06332	19.9792	1.82545	4.39084	3.58991	0.0673325	0.465344	27.1905	3.37014	16.1667	3.13633	3.78271	0.0580175	0.625272	25	3.58871
1065	0.520833	0	3	84.375	18.3854	5.07035	3.34337	0.0562187	0.0729352	0.553145	25	3.05779	20.3177	1.87836	4.5409	3.58861	0.0683714	0.46409	27.254	3.36512	16.4531	3.24846	3.78159	0.0589705	0.624358	25	3.58415
1066	0.520833	0	3	86.25	18.6979	5.24418	3.34252	0.0570706	0.0743359	0.552063	25	3.05224	20.6562	1.93321	4.69349	3.58729	0.0694066	0.462815	27.3199	3.36008	16.7396	3.36256	3.78045	0.0599205	0.623428	25	3.57957
1067	0.520833	0	3	88.125	19.0104	5.42094	3.34165	0.0579187	0.0757373	0.550963	25	3.04668	20.9948	1.99001	4.84859	3.58596	0.0704378	0.461519	27.388	3.35501	17.026	3.47863	3.77928	0.0608676	0.622482	25	3.57497
1068	0.520833	0	3	90	19.3229	5.60063	3.34077	0.0587632	0.0771393	0.549844	25	3.04111	21.3333	2.04878	5.00622	3.58459	0.0714651	0.460202	27.4585	3.34993	17.3125	3.59667	3.7781	0.0618117	0.62152	25	3.57035
1069	0	0	3	90	17.5	4.59375	3.33988	0.0538294	0.0773406	0.548832	25	3.07597	19.25	2.08828	4.07619	3.58321	0.0649006	0.459013	27.5059	3.37146	15.75	2.97675	3.7769	0.0565094	0.620645	25	3.5879
1070	0	0	3	90	17.5	4.59375	3.33907	0.0538183	0.0775168	0.547819	25	3.07533	19.25	2.12702	4.07619	3.58196	0.0648766	0.457825	27.5524	3.37021	15.75	2.97675	3.77581	0.0564922	0.61977	25	3.58681
1071	0	0	3	90	17.5	4.59375	3.33826	0.0538068	0.0776709	0.546806	25	3.07468	19.25	2.16499	4.07619	3.58072	0.0648526	0.456637	27.598	3.36897	15.75	2.97675	3.77471	0.056475	0.618895	25	3.58571
1072	0	0	3	90	17.5	4.59375	3.33745	0.053795	0.0778058	0.545794	25	3.074	19.25	2.20223	4.07619	3.57947	0.0648286	0.455449	27.6427	3.36772	15.75	2.97675	3.77362	0.0564577	0.61802	25	3.58462
1073	0	0	3	90	17.5	4.59375	3.33663	0.0537829	0.0779238	0.544781	25	3.07331	19.25	2.23874	4.07619	3.57822	0.0648046	0.45426	27.6865	3.36647	15.75	2.97675	3.77252	0.0564405	0.617145	25	3.58352
1074	0	0	3	90	17.5	4.59375	3.33582	0.0537705	0.0780271	0.543768	25	3.0726	19.25	2.27454	4.07619	3.57697	0.0647805	0.453072	27.7295	3.36522	15.75	2.97675	3.77143	0.0564233	0.61627	25	3.58243
1075	0	0	3	90	17.5	4.59375	3.33501	0.0537579	0.0781175	0.542755	25	3.07188	19.25	2.30965	4.07619	3.57573	0.0647565	0.451884	27.7716	3.36398	15.75	2.97675	3.77034	0.0564061	0.615395	25	3.58134
1076	0	0	3	90	17.5	4.59375	3.3342	0.0537451	0.0781965	0.541743	25	3.07115	19.25	2.34407	4.07619	3.57448	0.0647325	0.450696	27.8129	3.36273	15.75	2.97675	3.76924	0.0563888	0.61452	25	3.58024
1077	0	0	3	90	17.5	4.59375	3.33339	0.0537322	0.0782657	0.54073	25	3.07041	19.25	2.37782	4.07619	3.57323	0.0647085	0.449507	27.8534	3.36148	15.75	2.97675	3.76815	0.0563716	0.613645	25	3.57915
1078	0	0	3	90	17.5	4.59375	3.33258	0.0537191	0.0783263	0.539717	25	3.06966	19.25	2.41091	4.07619	3.57198	0.0646845	0.448319	27.8931	3.36023	15.75	2.97675	3.76706	0.0563544	0.61277	25	3.57806
1079	0	0	3	90	17.5	4.59375	3.33177	0.0537058	0.0783792	0.538704	25	3.0689	19.25	2.44335	4.07619	3.57073	0.0646605	0.447131	27.932	3.35898	15.75	2.97675	3.76596	0.0563372	0.611895	25	3.57696
1080	0	0	3	90	17.5	4.59375	3.33096	0.0536924	0.0784256	0.537692	25	3.06814	19.25	2.47517	4.07619	3.56949	0.0646364	0.445942	27.9702	3.35774	15.75	2.97675	3.76487	0.0563199	0.61102	25	3.57587
1081	0	0	3	90	17.5	4.59375	3.33015	0.053679	0.0784661	0.536679	25	3.06737	19.25	2.50636	4.07619	3.56824	0.0646124	0.444754	28.0076	3.35649	15.75	2.97675	3.76377	0.0563027	0.610145	25	3.57477
1082	0	0	3	90	17.5	4.59375	3.32934	0.0536654	0.0785016	0.535666	25	3.06659	19.25	2.53695	4.07619	3.56699	0.0645884	0.443566	28.0443	3.35524	15.75	2.97675	3.76268	0.0562855	0.60927	25	3.57368
1083	0	0	3	90	17.5	4.59375	3.32853	0.0536518	0.0785327	0.534654	25	3.06582	19.25	2.56694	4.07619	3.56574	0.0645644	0.442378	28.0803	3.35399	15.75	2.97675	3.76159	0.0562683	0.608395	25	3.57259
1084	-0.757576	0	3	87.2727	14.3939	3.10778	3.32772	0.0449646	0.0768127	0.533821	25	3.12385	15.7273	2.56994	2.72082	3.5645	0.053339	0.441407	28.0839	3.3915	13.0606	2.04695	3.76049	0.0470674	0.607669	25	3.60377
1085	-0.757576	0	3	84.5455	13.9394	2.9146	3.32706	0.0436343	0.075052	0.533014	25	3.13029	15.2348	2.56961	2.55311	3.56348	0.0517359	0.440466	28.0835	3.39589	12.6439	1.91843	3.75959	0.0456176	0.606967	25	3.60786
1086	-0.757576	0	3	81.8182	13.4848	2.72762	3.32641	0.0422981	0.0732557	0.532233	25	3.13671	14.7424	2.56612	2.39073	3.56249	0.050129	0.439556	28.0793	3.40032	12.2273	1.79407	3.75871	0.0441647	0.606288	25	3.61198
1087	-0.757576	0	3	79.0909	13.0303	2.54683	3.32579	0.0409559	0.0714283	0.531479	25	3.14312	14.25	2.55965	2.23369	3.56153	0.0485182	0.438677	28.0716	3.40478	11.8106	1.67388	3.75786	0.0427087	0.605631	25	3.61613
1088	-0.757576	0	3	76.3636	12.5758	2.37225	3.32518	0.0396077	0.0695736	0.530752	25	3.14953	13.7576	2.55034	2.08198	3.56061	0.0469034	0.437827	28.0604	3.40928	11.3939	1.55786	3.75704	0.0412496	0.604998	25	3.62031
1089	-0.757576	0	3	73.6364	12.1212	2.20386	3.3246	0.0382537	0.0676951	0.53005	25	3.15593	13.2652	2.53836	1.93561	3.55972	0.0452846	0.437009	28.046	3.4138	10.9773	1.44601	3.75625	0.0397874	0.604389	25	3.62452
1090	-0.757576	0	3	70.9091	11.6667	2.04167	3.32404	0.0368939	0.0657957	0.529375	25	3.16234	12.7727	2.52387	1.79457	3.55886	0.0436618	0.43622	28.0286	3.41836	10.5606	1.33832	3.75549	0.0383219	0.603802	25	3.62876
1091	-0.757576	0	3	68.1818	11.2121	1.88567	3.3235	0.0355283	0.0638781	0.528726	25	3.16874	12.2803	2.50702	1.65886	3.55803	0.0420348	0.435462	28.0084	3.42295	10.1439	1.23479	3.75475	0.0368532	0.603238	25	3.63303
1092	-0.757576	0	3	65.4545	10.7576	1.73588	3.32298	0.0341569	0.0619444	0.528104	25	3.17515	11.7879	2.48795	1.52849	3.55724	0.0404038	0.434735	27.9855	3.42757	9.72727	1.13544	3.75405	0.0353812	0.602698	25	3.63732
1093	-0.757576	0	3	62.7273	10.303	1.59229	3.32248	0.0327798	0.0599968	0.527507	25	3.18157	11.2955	2.46682	1.40346	3.55647	0.0387685	0.434037	27.9602	3.43222	9.31061	1.04025	3.75337	0.0339059	0.602181	25	3.64165
1094	-0.757576	0	3	60	9.84848	1.45489	3.32201	0.0313969	0.058037	0.526937	25	3.188	10.803	2.44377	1.28376	3.55574	0.037129	0.43337	27.9325	3.43691	8.89394	0.949226	3.75273	0.0324273	0.601687	25	3.646
1095	0	0	3	60	12.5	2.34375	3.32155	0.0391952	0.0578136	0.526214	25	3.13561	13.8333	2.43717	2.10497	3.55504	0.0470731	0.432517	27.9246	3.40287	11.1667	1.49633	3.75211	0.0404022	0.601066	25	3.61811
1096	0	0	3	60	12.5	2.34375	3.32097	0.0391855	0.0576182	0.525491	25	3.13484	13.8333	2.4307	2.10497	3.55414	0.0470607	0.431663	27.9168	3.40198	11.1667	1.49633	3.75133	0.0403935	0.600446	25	3.61733
1097	0	0	3	60	12.5	2.34375	3.32039	0.0391761	0.0574472	0.524767	25	3.13409	13.8333	2.42435	2.10497	3.55325	0.0470483	0.430809	27.9092	3.40108	11.1667	1.49633	3.75056	0.0403849	0.599825	25	3.61656
1098	0	0	3	60	12.5	2.34375	3.31981	0.039167	0.0572975	0.524044	25	3.13336	13.8333	2.41813	2.10497	3.55235	0.0470359	0.429955	27.9018	3.40018	11.1667	1.49633	3.74978	0.0403762	0.599205	25	3.61578
1099	0	0	3	60	12.5	2.34375	3.31924	0.0391581	0.0571666	0.523321	25	3.13265	13.8333	2.41203	2.10497	3.55145	0.0470235	0.429101	27.8944	3.39929	11.1667	1.49633	3.74901	0.0403676	0.598585	25	3.61501
1100	0	0	3	60	12.5	2.34375	3.31866	0.0391495	0.057052	0.522597	25	3.13196	13.8333	2.40604	2.10497	3.55056	0.0470111	0.428247	27.8873	3.39839	11.1667	1.49633	3.74823	0.0403589	0.597964	25	3.61423
1101	0	0	3	60	12.5	2.34375	3.31808	0.039141	0.0569518	0.521874	25	3.13128	13.8333	2.40018	2.10497	3.54966	0.0469986	0.427393	27.8802	3.39749	11.1667	1.49633	3.74746	0.0403503	0.597344	25	3.61346
1102	0.478927	0	3	61.7241	14.4636	3.13794	3.3175	0.0447421	0.0579686	0.521037	25	3.09343	16.0603	2.40869	2.83728	3.54876	0.0541571	0.426402	27.8904	3.3721	12.8669	1.98667	3.74668	0.0462213	0.596629	25	3.59228
1103	0.478927	0	3	63.4483	14.751	3.26386	3.31683	0.045554	0.0590199	0.520183	25	3.08821	16.3716	2.41921	2.94834	3.54772	0.0551337	0.425391	27.903	3.36763	13.1303	2.06885	3.74579	0.0471143	0.5959	25	3.58822
1104	0.478927	0	3	65.1724	15.0383	3.39226	3.31615	0.0463631	0.0601015	0.519313	25	3.083	16.683	2.43172	3.06153	3.54666	0.0561072	0.424361	27.9181	3.36315	13.3937	2.15269	3.74487	0.048005	0.595156	25	3.58415
1105	0.478927	0	3	66.8966	15.3257	3.52314	3.31545	0.0471695	0.0612095	0.518426	25	3.07781	16.9943	2.44624	3.17685	3.54558	0.0570776	0.423312	27.9355	3.35864	13.6571	2.23819	3.74394	0.0488932	0.594397	25	3.58006
1106	0.478927	0	3	68.6207	15.613	3.6565	3.31474	0.047973	0.0623406	0.517522	25	3.07263	17.3056	2.46276	3.2943	3.54448	0.0580449	0.422244	27.9553	3.35412	13.9205	2.32536	3.743	0.049779	0.593624	25	3.57595
1107	0.478927	0	3	70.3448	15.9004	3.79233	3.31402	0.0487737	0.063492	0.516602	25	3.06745	17.6169	2.4813	3.41389	3.54336	0.0590089	0.421157	27.9776	3.34957	14.1839	2.4142	3.74203	0.0506624	0.592836	25	3.57182
1108	0.478927	0	3	72.069	16.1877	3.93064	3.31328	0.0495714	0.0646611	0.515665	25	3.06228	17.9282	2.50184	3.53561	3.54221	0.0599698	0.42005	28.0022	3.345	14.4473	2.5047	3.74104	0.0515434	0.592033	25	3.56768
1109	0.478927	0	3	73.7931	16.4751	4.07143	3.31253	0.0503662	0.0658457	0.514712	25	3.05711	18.2395	2.52439	3.65946	3.54105	0.0609274	0.418924	28.0293	3.34042	14.7107	2.59687	3.74004	0.0524219	0.591216	25	3.56351
1110	0.478927	0	3	75.5172	16.7625	4.2147	3.31177	0.0511581	0.0670439	0.513742	25	3.05195	18.5508	2.54896	3.78544	3.53987	0.0618819	0.417779	28.0588	3.33581	14.9741	2.6907	3.73902	0.0532979	0.590384	25	3.55933
1111	0.478927	0	3	77.2414	17.0498	4.36044	3.31099	0.051947	0.0682539	0.512755	25	3.04678	18.8621	2.57555	3.91355	3.53867	0.062833	0.416615	28.0907	3.33119	15.2375	2.78619	3.73798	0.0541714	0.589537	25	3.55513
1112	0.478927	0	3	78.9655	17.3372	4.50866	3.3102	0.0527328	0.0694743	0.511752	25	3.0416	19.1734	2.60416	4.0438	3.53745	0.063781	0.415431	28.125	3.32654	15.501	2.88336	3.73692	0.0550425	0.588676	25	3.55091
1113	0.478927	0	3	80.6897	17.6245	4.65936	3.3094	0.0535156	0.0707038	0.510732	25	3.03643	19.4847	2.63479	4.17618	3.5362	0.0647256	0.414228	28.1617	3.32187	15.7644	2.98218	3.73585	0.0559111	0.5878	25	3.54667
1114	0.478927	0	3	82.4138	17.9119	4.81253	3.30859	0.0542953	0.0719413	0.509696	25	3.03125	19.796	2.66744	4.31069	3.53494	0.0656669	0.413006	28.2009	3.31718	16.0278	3.08268	3.73475	0.0567771	0.58691	25	3.54242
1115	0.478927	0	3	84.1379	18.1992	4.96818	3.30776	0.0550719	0.0731857	0.508642	25	3.02606	20.1073	2.70212	4.44733	3.53366	0.0666049	0.411765	28.2425	3.31248	16.2912	3.18483	3.73364	0.0576406	0.586005	25	3.53814
1116	0.478927	0	3	85.8621	18.4866	5.12631	3.30691	0.0558454	0.0744362	0.507573	25	3.02086	20.4186	2.73883	4.5861	3.53235	0.0675395	0.410505	28.2866	3.30775	16.5546	3.28866	3.73251	0.0585015	0.585085	25	3.53385
1117	0.478927	0	3	87.5862	18.7739	5.28692	3.30606	0.0566158	0.075692	0.506486	25	3.01566	20.7299	2.77757	4.72701	3.53103	0.0684708	0.409225	28.3331	3.303	16.818	3.39414	3.73136	0.0593598	0.584151	25	3.52954
1118	0.478927	0	3	89.3103	19.0613	5.45	3.30519	0.057383	0.0769525	0.505383	25	3.01045	21.0412	2.81834	4.87005	3.52969	0.0693987	0.407926	28.382	3.29823	17.0814	3.5013	3.73019	0.0602156	0.583202	25	3.52521
1119	0.478927	0	3	91.0345	19.3487	5.61556	3.30431	0.0581471	0.078217	0.504263	25	3.00522	21.3525	2.86114	5.01522	3.52832	0.0703233	0.406608	28.4334	3.29345	17.3448	3.61012	3.729	0.0610688	0.582238	25	3.52086
1120	0.478927	0	3	92.7586	19.636	5.7836	3.30341	0.0589079	0.0794852	0.503127	25	2.99999	21.6638	2.90598	5.16252	3.52694	0.0712443	0.405271	28.4872	3.28864	17.6082	3.7206	3.7278	0.0619193	0.58126	25	3.5165
1121	0.478927	0	3	94.4828	19.9234	5.95411	3.3025	0.0596656	0.0807564	0.501974	25	2.99475	21.9751	2.95286	5.31195	3.52553	0.072162	0.403914	28.5434	3.28381	17.8716	3.83275	3.72657	0.0627673	0.580267	25	3.51212
1122	0.478927	0	3	96.2069	20.2107	6.1271	3.30158	0.06042	0.0820304	0.500804	25	2.9895	22.2864	3.00178	5.46352	3.52411	0.0730762	0.402539	28.6021	3.27896	18.1351	3.94656	3.72533	0.0636126	0.57926	25	3.50771
1123	0.478927	0	3	97.931	20.4981	6.30257	3.30064	0.0611712	0.0833068	0.499618	25	2.98424	22.5977	3.05274	5.61722	3.52267	0.0739869	0.401144	28.6633	3.27409	18.3985	4.06204	3.72407	0.0644552	0.578237	25	3.50329
1124	0.478927	0	3	99.6552	20.7854	6.48052	3.29969	0.0619191	0.0845852	0.498415	25	2.97896	22.909	3.10574	5.77305	3.5212	0.0748942	0.39973	28.7269	3.2692	18.6619	4.17919	3.7228	0.0652952	0.577201	25	3.49885
1125	0.478927	0	3	101.379	21.0728	6.66094	3.29873	0.0626637	0.0858655	0.497196	25	2.97368	23.2203	3.16079	5.93101	3.51972	0.0757979	0.398296	28.7929	3.26429	18.9253	4.298	3.7215	0.0661325	0.576149	25	3.4944
1126	0.478927	0	3	103.103	21.3602	6.84384	3.29776	0.0634051	0.0871474	0.49596	25	2.96838	23.5316	3.21788	6.0911	3.51821	0.0766981	0.396844	28.8615	3.25936	19.1887	4.41847	3.72019	0.0669671	0.575083	25	3.48992
1127	0.478927	0	3	104.828	21.6475	7.02922	3.29677	0.0641431	0.0884307	0.494707	25	2.96307	23.8429	3.27702	6.25333	3.51669	0.0775947	0.395372	28.9324	3.25441	19.4521	4.54061	3.71885	0.0677989	0.574002	25	3.48543
1128	0.478927	0	3	106.552	21.9349	7.21708	3.29577	0.0648779	0.0897152	0.493438	25	2.95775	24.1542	3.33822	6.41769	3.51514	0.0784878	0.393881	29.0059	3.24944	19.7155	4.66442	3.7175	0.0686281	0.572907	25	3.48092
1129	0.478927	0	3	108.276	22.2222	7.40741	3.29475	0.0656093	0.0910008	0.492152	25	2.95242	24.4655	3.40146	6.58418	3.51357	0.0793773	0.392371	29.0818	3.24445	19.9789	4.78989	3.71613	0.0694545	0.571797	25	3.47639
1130	0.478927	0	3	110	22.5096	7.60022	3.29372	0.0663373	0.0922874	0.490849	25	2.94707	24.7768	3.46676	6.7528	3.51199	0.0802631	0.390841	29.1601	3.23944	20.2423	4.91703	3.71475	0.0702781	0.570673	25	3.47184
1131	0	0	3	110	20.8333	6.51042	3.29268	0.0620604	0.0924702	0.489643	25	2.9789	22.8611	3.51123	5.74893	3.51038	0.0745023	0.38943	29.2135	3.25891	18.8056	4.24379	3.71334	0.0655877	0.569628	25	3.48767
1132	0	0	3	110	20.8333	6.51042	3.29171	0.0620436	0.0926302	0.488438	25	2.97809	22.8611	3.55483	5.74893	3.5089	0.0744685	0.388019	29.2658	3.25743	18.8056	4.24379	3.71203	0.0655631	0.568583	25	3.48637
1133	0	0	3	110	20.8333	6.51042	3.29075	0.0620265	0.0927702	0.487232	25	2.97727	22.8611	3.59758	5.74893	3.50742	0.0744346	0.386608	29.3171	3.25595	18.8056	4.24379	3.71073	0.0655385	0.567538	25	3.48506
1134	0	0	3	110	20.8333	6.51042	3.28979	0.0620089	0.0928926	0.486026	25	2.97643	22.8611	3.63949	5.74893	3.50594	0.0744007	0.385197	29.3674	3.25447	18.8056	4.24379	3.70942	0.065514	0.566494	25	3.48376
1135	0	0	3	110	20.8333	6.51042	3.28882	0.0619911	0.0929998	0.484821	25	2.97557	22.8611	3.68059	5.74893	3.50446	0.0743668	0.383785	29.4167	3.25298	18.8056	4.24379	3.70812	0.0654894	0.565449	25	3.48245
1136	0	0	3	110	20.8333	6.51042	3.28786	0.0619729	0.0930936	0.483615	25	2.9747	22.8611	3.72089	5.74893	3.50297	0.074333	0.382374	29.4651	3.2515	18.8056	4.24379	3.70681	0.0654649	0.564404	25	3.48114
1137	0	0	3	110	20.8333	6.51042	3.28689	0.0619545	0.0931756	0.482409	25	2.97382	22.8611	3.76041	5.74893	3.50149	0.0742991	0.380963	29.5125	3.25002	18.8056	4.24379	3.70551	0.0654403	0.563359	25	3.47984
1138	0	0	3	110	20.8333	6.51042	3.28593	0.0619359	0.0932474	0.481204	25	2.97292	22.8611	3.79915	5.74893	3.50001	0.0742652	0.379552	29.559	3.24854	18.8056	4.24379	3.7042	0.0654157	0.562315	25	3.47853
1139	0	0	3	110	20.8333	6.51042	3.28496	0.0619172	0.0933102	0.479998	25	2.97202	22.8611	3.83714	5.74893	3.49853	0.0742313	0.378141	29.6046	3.24706	18.8056	4.24379	3.70289	0.0653912	0.56127	25	3.47723
1140	0	0	3	110	20.8333	6.51042	3.284	0.0618982	0.0933652	0.478793	25	2.97111	22.8611	3.87439	5.74893	3.49705	0.0741975	0.376729	29.6493	3.24558	18.8056	4.24379	3.70159	0.0653666	0.560225	25	3.47592
1141	0	0	3	110	20.8333	6.51042	3.28303	0.0618791	0.0934133	0.477587	25	2.9702	22.8611	3.91091	5.74893	3.49557	0.0741636	0.375318	29.6931	3.24409	18.8056	4.24379	3.70028	0.0653421	0.55918	25	3.47461
1142	0	0	3	110	20.8333	6.51042	3.28207	0.0618599	0.0934554	0.476381	25	2.96927	22.8611	3.94673	5.74893	3.49408	0.0741297	0.373907	29.7361	3.24261	18.8056	4.24379	3.69898	0.0653175	0.558136	25	3.47331
1143	0	0	3	110	20.8333	6.51042	3.28111	0.0618406	0.0934922	0.475176	25	2.96835	22.8611	3.98184	5.74893	3.4926	0.0740958	0.372496	29.7782	3.24113	18.8056	4.24379	3.69767	0.0652929	0.557091	25	3.472
1144	-1.13169	0	3	105.926	16.1934	3.9334	3.28014	0.0494755	0.0909145	0.474239	25	3.05528	17.5988	3.97064	3.40688	3.49112	0.0580325	0.37141	29.7648	3.29753	14.7881	2.62424	3.69636	0.0520378	0.556269	25	3.51891
