# WLTP single-cell simulation export
# WLTP source: data/wltp/wltp_class3_cycle.csv
# Ambient temperature [C]: 25
# Cells:
#   - NMC811 (NMC811, model: ohmic, capacity: 5 Ah)
#   - LFP (LFP, model: rc, capacity: 4.8 Ah)
#   - NCA (NCA, model: thermal, capacity: 4.5 Ah)
time_s	drive.accel_mps2	drive.distance_m	drive.phase_id	drive.speed_kph	LFP.current_a	LFP.heat_w	LFP.ocv_v	LFP.power_kw	LFP.rc_surface_voltage_v	LFP.soc	LFP.temperature_c	LFP.voltage_v	NCA.current_a	NCA.heat_rejection_w	NCA.heat_w	NCA.ocv_v	NCA.power_kw	NCA.soc	NCA.temperature_c	NCA.voltage_v	NMC811.current_a	NMC811.heat_w	NMC811.ocv_v	NMC811.power_kw	NMC811.soc	NMC811.temperature_c	NMC811.voltage_v
108	0.511696	0	1	22.1053	7.97515	0.954044	3.67058	0.0282451	0.026579	0.962764	25	3.54164	9.03801	0.433925	0.898542	4.10326	0.0361868	0.95493	25.5207	4.00384	6.91228	0.573355	4.21182	0.0285399	0.96907	25	4.12887
109	0.511696	0	1	23.9474	8.28216	1.02891	3.67021	0.0292909	0.0279153	0.962285	25	3.53662	9.37061	0.44429	0.965892	4.10268	0.0374787	0.954352	25.5331	3.9996	7.19371	0.620994	4.21134	0.0296742	0.96867	25	4.12501
110	0.511696	0	1	25.7895	8.58918	1.10661	3.66983	0.0303335	0.0292573	0.961788	25	3.5316	9.70322	0.455812	1.03568	4.10207	0.0387676	0.953753	25.547	3.99533	7.47515	0.670534	4.21084	0.0308061	0.968255	25	4.12114
111	0.511696	0	1	27.6316	8.8962	1.18714	3.66943	0.031373	0.0306043	0.961273	25	3.52656	10.0358	0.468517	1.10789	4.10144	0.0400534	0.953133	25.5622	3.99105	7.75658	0.721974	4.21032	0.0319357	0.967824	25	4.11724
112	0.511696	0	1	29.4737	9.20322	1.27049	3.66902	0.0324092	0.0319555	0.96074	25	3.52151	10.3684	0.48243	1.18255	4.10079	0.0413362	0.952493	25.5789	3.98674	8.03801	0.775316	4.20978	0.0330629	0.967377	25	4.11332
113	0.511696	0	1	31.3158	9.51023	1.35667	3.66859	0.0334423	0.0333106	0.96019	25	3.51645	10.701	0.497573	1.25963	4.10012	0.0426158	0.951833	25.5971	3.98241	8.31944	0.830558	4.20922	0.0341878	0.966915	25	4.10939
114	0.511696	0	1	33.1579	9.81725	1.44568	3.66815	0.0344721	0.034669	0.959622	25	3.51138	11.0336	0.51397	1.33915	4.09942	0.0438924	0.951152	25.6168	3.97805	8.60088	0.887701	4.20864	0.0353103	0.966437	25	4.10543
115	0.511696	0	1	35	10.1243	1.53751	3.6677	0.0354988	0.0360303	0.959036	25	3.5063	11.3662	0.531645	1.4211	4.09871	0.0451658	0.95045	25.638	3.97368	8.88231	0.946745	4.20805	0.0364304	0.965944	25	4.10146
116	0	0	1	35	8.33333	1.04167	3.66723	0.0295079	0.036214	0.958554	25	3.54094	9.31944	0.539901	0.955372	4.09797	0.0372355	0.949875	25.6479	3.99546	7.34722	0.64778	4.20743	0.0302651	0.965535	25	4.11926
117	0	0	1	35	8.33333	1.04167	3.66684	0.029506	0.0363747	0.958071	25	3.54072	9.31944	0.547996	0.955372	4.09737	0.0372298	0.9493	25.6576	3.99485	7.34722	0.64778	4.20692	0.0302614	0.965127	25	4.11875
118	0	0	1	35	8.33333	1.04167	3.66646	0.0295039	0.0365154	0.957589	25	3.54047	9.31944	0.555933	0.955372	4.09676	0.0372242	0.948724	25.6671	3.99425	7.34722	0.64778	4.20641	0.0302576	0.964719	25	4.11824
119	0	0	1	35	8.33333	1.04167	3.66607	0.0295017	0.0366385	0.957107	25	3.54021	9.31944	0.563716	0.955372	4.09616	0.0372186	0.948149	25.6765	3.99365	7.34722	0.64778	4.2059	0.0302539	0.964311	25	4.11773
120	0	0	1	35	8.33333	1.04167	3.66569	0.0294994	0.0367462	0.956625	25	3.53993	9.31944	0.571347	0.955372	4.09556	0.0372129	0.947574	25.6856	3.99304	7.34722	0.64778	4.20539	0.0302501	0.963903	25	4.11722
121	0	0	1	35	8.33333	1.04167	3.6653	0.029497	0.0368404	0.956142	25	3.53964	9.31944	0.578829	0.955372	4.09495	0.0372073	0.946998	25.6946	3.99244	7.34722	0.64778	4.20488	0.0302464	0.963495	25	4.11671
122	0	0	1	35	8.33333	1.04167	3.66491	0.0294945	0.0369228	0.95566	25	3.53934	9.31944	0.586166	0.955372	4.09435	0.0372017	0.946423	25.7034	3.99183	7.34722	0.64778	4.20437	0.0302426	0.963086	25	4.1162
123	0	0	1	35	8.33333	1.04167	3.66453	0.0294919	0.036995	0.955178	25	3.53902	9.31944	0.593359	0.955372	4.09374	0.0371961	0.945848	25.712	3.99123	7.34722	0.64778	4.20386	0.0302389	0.962678	25	4.11569
124	0	0	1	35	8.33333	1.04167	3.66414	0.0294892	0.0370581	0.954696	25	3.5387	9.31944	0.600413	0.955372	4.09314	0.0371904	0.945273	25.7205	3.99063	7.34722	0.64778	4.20335	0.0302352	0.96227	25	4.11518
125	0	0	1	35	8.33333	1.04167	3.66376	0.0294864	0.0371133	0.954213	25	3.53837	9.31944	0.607329	0.955372	4.09254	0.0371848	0.944697	25.7288	3.99002	7.34722	0.64778	4.20284	0.0302314	0.961862	25	4.11467
126	0	0	1	35	8.33333	1.04167	3.66337	0.0294836	0.0371617	0.953731	25	3.53803	9.31944	0.61411	0.955372	4.09193	0.0371792	0.944122	25.7369	3.98942	7.34722	0.64778	4.20233	0.0302277	0.961454	25	4.11416
127	0	0	1	35	8.33333	1.04167	3.66298	0.0294807	0.037204	0.953249	25	3.53769	9.31944	0.620759	0.955372	4.09133	0.0371735	0.943547	25.7449	3.98881	7.34722	0.64778	4.20182	0.0302239	0.961046	25	4.11365
128	0	0	1	35	8.33333	1.04167	3.6626	0.0294778	0.037241	0.952767	25	3.53734	9.31944	0.627279	0.955372	4.09072	0.0371679	0.942972	25.7527	3.98821	7.34722	0.64778	4.20131	0.0302202	0.960637	25	4.11314
129	-0.511696	0	1	33.1579	6.23538	0.583199	3.66221	0.0223022	0.0360933	0.952406	25	3.57672	6.94006	0.62538	0.529809	4.09012	0.0278559	0.942543	25.7505	4.01378	5.5307	0.367064	4.2008	0.0228663	0.96033	25	4.13443
130	-0.511696	0	1	31.3158	5.92836	0.527182	3.66192	0.0212309	0.0349163	0.952063	25	3.58124	6.60746	0.622552	0.480243	4.08967	0.0265421	0.942135	25.7471	4.01699	5.24927	0.330658	4.20041	0.0217184	0.960038	25	4.13742
131	-0.511696	0	1	29.4737	5.62135	0.473993	3.66165	0.0201567	0.0337138	0.951737	25	3.58575	6.27485	0.618861	0.433112	4.08924	0.0252263	0.941748	25.7426	4.02022	4.96784	0.296153	4.20005	0.020569	0.959762	25	4.14043
132	-0.511696	0	1	27.6316	5.31433	0.423631	3.66139	0.0190798	0.0324889	0.95143	25	3.59025	5.94225	0.614371	0.388414	4.08884	0.0239085	0.941381	25.7372	4.02347	4.6864	0.263549	4.1997	0.019418	0.959502	25	4.14347
133	-0.511696	0	1	25.7895	5.00731	0.376097	3.66114	0.018	0.0312444	0.95114	25	3.59475	5.60965	0.609145	0.34615	4.08845	0.0225886	0.941035	25.731	4.02674	4.40497	0.232845	4.19938	0.0182653	0.959257	25	4.14652
134	-0.511696	0	1	23.9474	4.70029	0.331391	3.66091	0.0169175	0.0299827	0.950868	25	3.59924	5.27705	0.603245	0.306319	4.08809	0.0212667	0.940709	25.7239	4.03004	4.12354	0.204043	4.19907	0.017111	0.959028	25	4.14959
135	-0.511696	0	1	22.1053	4.39327	0.289513	3.66069	0.0158322	0.0287061	0.950614	25	3.60373	4.94444	0.596731	0.268923	4.08774	0.0199427	0.940404	25.7161	4.03336	3.84211	0.177141	4.19879	0.015955	0.958815	25	4.15268
136	-0.511696	0	1	20.2632	4.08626	0.250462	3.66049	0.0147441	0.0274164	0.950377	25	3.60823	4.61184	0.589662	0.23396	4.08742	0.0186166	0.940119	25.7076	4.03669	3.56067	0.152141	4.19852	0.0147974	0.958617	25	4.15579
137	-0.511696	0	1	18.4211	3.77924	0.21424	3.6603	0.0136533	0.0261151	0.950159	25	3.61272	4.27924	0.582098	0.201431	4.08713	0.0172884	0.939855	25.6985	4.04005	3.27924	0.129041	4.19827	0.0136381	0.958435	25	4.15892
138	-0.511696	0	1	16.5789	3.47222	0.180845	3.66013	0.0125598	0.0248039	0.949958	25	3.61722	3.94664	0.574095	0.171335	4.08685	0.015958	0.939611	25.6889	4.04343	2.99781	0.107842	4.19804	0.0124771	0.958268	25	4.16207
139	-0.511696	0	1	14.7368	3.1652	0.150278	3.65997	0.0114635	0.0234838	0.949774	25	3.62173	3.61404	0.565708	0.143674	4.08659	0.0146254	0.939388	25.6789	4.04684	2.71637	0.0885443	4.19784	0.0113143	0.958117	25	4.16524
140	-0.511696	0	1	12.8947	2.85819	0.122539	3.65982	0.0103645	0.0221561	0.949609	25	3.62624	3.28143	0.556994	0.118446	4.08636	0.0132907	0.939186	25.6684	4.05026	2.43494	0.0711473	4.19765	0.0101499	0.957982	25	4.16843
141	-0.511696	0	1	11.0526	2.55117	0.097627	3.65969	0.00926269	0.0208216	0.949461	25	3.63076	2.94883	0.548005	0.0956516	4.08615	0.0119537	0.939004	25.6576	4.05371	2.15351	0.0556512	4.19748	0.00898365	0.957862	25	4.17164
142	-0.511696	0	1	9.21053	2.24415	0.0755433	3.65957	0.00815814	0.0194812	0.949332	25	3.63529	2.61623	0.538795	0.0752911	4.08595	0.0106145	0.938842	25.6466	4.05718	1.87208	0.042056	4.19733	0.00781566	0.957758	25	4.17486
143	-0.511696	0	1	7.36842	1.93713	0.0562874	3.65947	0.00705083	0.0181357	0.949219	25	3.63983	2.28363	0.529414	0.0573644	4.08578	0.00927304	0.938701	25.6353	4.06066	1.59064	0.0303618	4.1972	0.00664588	0.95767	25	4.17811
144	-0.511696	0	1	5.52632	1.63012	0.0398592	3.65938	0.00594076	0.0167857	0.949125	25	3.64437	1.95102	0.519915	0.0418714	4.08564	0.0079293	0.938581	25.6239	4.06418	1.30921	0.0205684	4.19709	0.0054743	0.957597	25	4.18138
145	-0.511696	0	1	3.68421	1.3231	0.0262589	3.6593	0.0048279	0.0154317	0.949049	25	3.64893	1.61842	0.510346	0.0288122	4.08551	0.00658326	0.938481	25.6124	4.06771	1.02778	0.0126759	4.197	0.0043009	0.95754	25	4.18466
146	-0.511696	0	1	1.84211	1.01608	0.0154863	3.65924	0.00371225	0.0140743	0.94899	25	3.6535	1.28582	0.500757	0.0181866	4.08541	0.0052349	0.938402	25.6009	4.07126	0.746345	0.00668437	4.19693	0.00312567	0.957499	25	4.18797
147	-0.511696	0	1	0	0.709064	0.00754158	3.65919	0.00259381	0.0127139	0.948949	25	3.65808	0.953216	0.491195	0.00999484	4.08532	0.0038842	0.938343	25.5894	4.07484	0.464912	0.00259372	4.19687	0.00194858	0.957473	25	4.19129
148	0	0	1	0	2.5	0.09375	3.65916	0.00905735	0.0125309	0.948804	25	3.62294	3	0.483554	0.099	4.08526	0.0121568	0.938158	25.5803	4.05226	2	0.048	4.19684	0.00834568	0.957362	25	4.17284
149	0	0	1	0	2.5	0.09375	3.65904	0.00905666	0.0123708	0.948659	25	3.62266	3	0.476061	0.099	4.08507	0.0121562	0.937972	25.5713	4.05207	2	0.048	4.1967	0.0083454	0.957251	25	4.1727
150	0	0	1	0	2.5	0.09375	3.65893	0.00905602	0.0122307	0.948515	25	3.62241	3	0.468714	0.099	4.08487	0.0121556	0.937787	25.5625	4.05187	2	0.048	4.19656	0.00834513	0.95714	25	4.17256
151	0	0	1	0	2.5	0.09375	3.65881	0.00905542	0.0121081	0.94837	25	3.62217	3	0.461511	0.099	4.08468	0.012155	0.937602	25.5538	4.05168	2	0.048	4.19642	0.00834485	0.957029	25	4.17242
152	0	0	1	0	2.5	0.09375	3.6587	0.00905487	0.0120008	0.948225	25	3.62195	3	0.454448	0.099	4.08448	0.0121544	0.937417	25.5453	4.05148	2	0.048	4.19629	0.00834457	0.956917	25	4.17229
153	0	0	1	0	2.5	0.09375	3.65858	0.00905434	0.011907	0.948081	25	3.62174	3	0.447522	0.099	4.08429	0.0121539	0.937232	25.537	4.05129	2	0.048	4.19615	0.00834429	0.956806	25	4.17215
154	0	0	1	0	2.5	0.09375	3.65846	0.00905385	0.0118249	0.947936	25	3.62154	3	0.440731	0.099	4.08409	0.0121533	0.937046	25.5289	4.05109	2	0.048	4.19601	0.00834402	0.956695	25	4.17201
155	0	0	1	0	2.5	0.09375	3.65835	0.00905338	0.011753	0.947791	25	3.62135	3	0.434073	0.099	4.0839	0.0121527	0.936861	25.5209	4.0509	2	0.048	4.19587	0.00834374	0.956584	25	4.17187
156	0	0	1	0	2.5	0.09375	3.65823	0.00905293	0.0116901	0.947647	25	3.62117	3	0.427544	0.099	4.0837	0.0121521	0.936676	25.5131	4.0507	2	0.048	4.19573	0.00834346	0.956473	25	4.17173
157	0	0	1	0	2.5	0.09375	3.65812	0.00905251	0.0116351	0.947502	25	3.621	3	0.421143	0.099	4.08351	0.0121515	0.936491	25.5054	4.05051	2	0.048	4.19559	0.00834318	0.956362	25	4.17159
158	0	0	1	0	2.5	0.09375	3.658	0.0090521	0.011587	0.947357	25	3.62084	3	0.414866	0.099	4.08332	0.0121509	0.936306	25.4978	4.05032	2	0.048	4.19545	0.0083429	0.956251	25	4.17145
159	0	0	1	0	2.5	0.09375	3.65789	0.0090517	0.0115448	0.947213	25	3.62068	3	0.408712	0.099	4.08312	0.0121504	0.936121	25.4905	4.05012	2	0.048	4.19531	0.00834263	0.95614	25	4.17131
160	0	0	1	0	2.5	0.09375	3.65777	0.00905132	0.011508	0.947068	25	3.62053	3	0.402678	0.099	4.08293	0.0121498	0.935935	25.4832	4.04993	2	0.048	4.19517	0.00834235	0.956029	25	4.17117
161	0.454545	0	1	1.63636	4.36364	0.28562	3.65765	0.015644	0.012524	0.946815	25	3.58509	5.11364	0.400436	0.287642	4.08273	0.02059	0.93562	25.4805	4.02648	3.61364	0.1567	4.19504	0.0150026	0.955828	25	4.15167
162	0.454545	0	1	3.27273	4.63636	0.322438	3.65745	0.016601	0.0135665	0.946547	25	3.58061	5.40909	0.398905	0.321841	4.0824	0.0217602	0.935286	25.4787	4.0229	3.86364	0.179132	4.19478	0.016028	0.955613	25	4.14842
163	0.454545	0	1	4.90909	4.90909	0.361488	3.65724	0.0175556	0.014632	0.946263	25	3.57614	5.70455	0.398107	0.35796	4.08205	0.0229283	0.934934	25.4777	4.0193	4.11364	0.203064	4.19452	0.0170517	0.955385	25	4.14515
164	0.454545	0	1	6.54545	5.18182	0.402769	3.65701	0.0185078	0.0157178	0.945963	25	3.57168	6	0.398066	0.396	4.08168	0.0240941	0.934563	25.4777	4.01568	4.36364	0.228496	4.19423	0.0180736	0.955142	25	4.14187
165	0.454545	0	1	8.18182	5.45455	0.446281	3.65677	0.0194576	0.0168213	0.945647	25	3.56723	6.29545	0.398804	0.43596	4.08129	0.0252576	0.934175	25.4786	4.01204	4.61364	0.255428	4.19393	0.0190938	0.954886	25	4.13856
166	0.454545	0	1	9.81818	5.72727	0.492025	3.65652	0.020405	0.0179402	0.945316	25	3.56278	6.59091	0.400344	0.477841	4.08088	0.0264189	0.933768	25.4804	4.00838	4.86364	0.28386	4.19361	0.0201123	0.954616	25	4.13524
167	0.454545	0	1	11.4545	6	0.54	3.65625	0.02135	0.0190727	0.944969	25	3.55833	6.88636	0.402708	0.521642	4.08046	0.0275779	0.933343	25.4832	4.00471	5.11364	0.313791	4.19327	0.0211291	0.954332	25	4.13191
168	0.454545	0	1	13.0909	6.27273	0.590207	3.65598	0.0222925	0.020217	0.944606	25	3.55387	7.18182	0.405916	0.567364	4.08001	0.0287345	0.932899	25.4871	4.00101	5.36364	0.345223	4.19291	0.022144	0.954034	25	4.12855
169	0.454545	0	1	14.7273	6.54545	0.642645	3.65568	0.0232326	0.0213717	0.944227	25	3.54942	7.47727	0.40999	0.615006	4.07954	0.0298889	0.932438	25.492	3.99729	5.61364	0.378155	4.19254	0.0231573	0.953722	25	4.12518
170	0.454545	0	1	16.3636	6.81818	0.697314	3.65538	0.0241702	0.0225355	0.943832	25	3.54496	7.77273	0.41495	0.664568	4.07906	0.0310409	0.931958	25.4979	3.99356	5.86364	0.412587	4.19215	0.0241687	0.953396	25	4.12179
171	0.454545	0	1	18	7.09091	0.754215	3.65507	0.0251054	0.0237072	0.943422	25	3.5405	8.06818	0.420817	0.716051	4.07856	0.0321905	0.93146	25.505	3.98981	6.11364	0.448519	4.19174	0.0251783	0.953056	25	4.11838
172	0	0	1	18	5.5	0.45375	3.65474	0.0196423	0.0238375	0.943104	25	3.57133	6.25	0.42099	0.429688	4.07803	0.025058	0.931074	25.5052	4.00928	4.75	0.27075	4.19132	0.019638	0.952792	25	4.13432
173	0	0	1	18	5.5	0.45375	3.65448	0.0196415	0.0239516	0.942785	25	3.57118	6.25	0.421159	0.429688	4.07763	0.0250555	0.930688	25.5054	4.00888	4.75	0.27075	4.19099	0.0196365	0.952529	25	4.13399
174	0	0	1	18	5.5	0.45375	3.65423	0.0196407	0.0240514	0.942467	25	3.57103	6.25	0.421325	0.429688	4.07722	0.025053	0.930303	25.5056	4.00847	4.75	0.27075	4.19066	0.0196349	0.952265	25	4.13366
175	0	0	1	18	5.5	0.45375	3.65397	0.0196397	0.0241387	0.942149	25	3.57086	6.25	0.421488	0.429688	4.07682	0.0250504	0.929917	25.5058	4.00807	4.75	0.27075	4.19033	0.0196333	0.952001	25	4.13333
176	0	0	1	18	5.5	0.45375	3.65372	0.0196388	0.0242151	0.941831	25	3.57068	6.25	0.421648	0.429688	4.07641	0.0250479	0.929531	25.506	4.00766	4.75	0.27075	4.19	0.0196318	0.951737	25	4.133
177	0	0	1	18	5.5	0.45375	3.65346	0.0196377	0.024282	0.941512	25	3.5705	6.25	0.421805	0.429688	4.07601	0.0250454	0.929145	25.5062	4.00726	4.75	0.27075	4.18967	0.0196302	0.951473	25	4.13267
178	0	0	1	18	5.5	0.45375	3.65321	0.0196367	0.0243405	0.941194	25	3.5703	6.25	0.421958	0.429688	4.0756	0.0250428	0.928759	25.5063	4.00685	4.75	0.27075	4.18934	0.0196286	0.951209	25	4.13234
179	0.246914	0	1	18.8889	6.51235	0.63616	3.65296	0.0231249	0.0249611	0.940817	25	3.55093	7.39815	0.425467	0.602059	4.0752	0.0295469	0.928303	25.5106	3.99382	5.62654	0.379896	4.18901	0.0231898	0.950897	25	4.12149
180	0.246914	0	1	19.7778	6.66049	0.665433	3.65265	0.0236338	0.0255875	0.940432	25	3.54836	7.55864	0.429422	0.628464	4.07472	0.0301709	0.927836	25.5153	3.99157	5.76235	0.398456	4.18862	0.0237378	0.950576	25	4.11947
181	0.246914	0	1	20.6667	6.80864	0.695364	3.65235	0.0241421	0.0262189	0.940038	25	3.5458	7.71914	0.433826	0.655436	4.07423	0.0307941	0.92736	25.5206	3.98932	5.89815	0.417458	4.18822	0.0242853	0.950249	25	4.11744
182	0.246914	0	1	21.5556	6.95679	0.725954	3.65203	0.0246495	0.0268548	0.939635	25	3.54323	7.87963	0.43868	0.682974	4.07373	0.0314165	0.926873	25.5264	3.98705	6.03395	0.436903	4.18781	0.0248321	0.949913	25	4.1154
183	0.246914	0	1	22.4444	7.10494	0.757202	3.65171	0.0251561	0.0274944	0.939224	25	3.54066	8.04012	0.443988	0.711079	4.07322	0.0320381	0.926377	25.5328	3.98478	6.16975	0.45679	4.18739	0.0253784	0.949571	25	4.11335
184	0.246914	0	1	23.3333	7.25309	0.789109	3.65138	0.025662	0.0281375	0.938804	25	3.53808	8.20062	0.449751	0.739751	4.0727	0.0326589	0.925871	25.5397	3.98249	6.30556	0.47712	4.18696	0.025924	0.94922	25	4.1113
185	0.246914	0	1	24.2222	7.40123	0.821674	3.65104	0.0261671	0.0287835	0.938376	25	3.5355	8.36111	0.455971	0.76899	4.07216	0.0332788	0.925355	25.5472	3.98019	6.44136	0.497893	4.18653	0.026469	0.948863	25	4.10923
186	0.246914	0	1	25.1111	7.54938	0.854898	3.6507	0.0266714	0.0294321	0.937939	25	3.53292	8.5216	0.46265	0.798795	4.07162	0.033898	0.924829	25.5552	3.97788	6.57716	0.519108	4.18608	0.0270134	0.948497	25	4.10715
187	0.246914	0	1	26	7.69753	0.88878	3.65035	0.0271748	0.0300829	0.937494	25	3.53033	8.6821	0.469792	0.829167	4.07107	0.0345163	0.924293	25.5637	3.97557	6.71296	0.540766	4.18562	0.0275572	0.948124	25	4.10507
188	0.246914	0	1	26.8889	7.84568	0.92332	3.64999	0.0276775	0.0307358	0.93704	25	3.52774	8.84259	0.477396	0.860106	4.07051	0.0351337	0.923747	25.5729	3.97324	6.84877	0.562867	4.18516	0.0281003	0.947744	25	4.10297
189	0.246914	0	1	27.7778	7.99383	0.958519	3.64963	0.0281794	0.0313903	0.936577	25	3.52514	9.00309	0.485467	0.891611	4.06993	0.0357504	0.923191	25.5826	3.9709	6.98457	0.58541	4.18468	0.0286428	0.947356	25	4.10086
190	0.246914	0	1	28.6667	8.14198	0.994376	3.64926	0.0286804	0.0320464	0.936106	25	3.52254	9.16358	0.494005	0.923683	4.06935	0.0363661	0.922625	25.5928	3.96855	7.12037	0.608396	4.18419	0.0291846	0.94696	25	4.09875
191	0.246914	0	1	29.5556	8.29012	1.03089	3.64888	0.0291807	0.0327038	0.935626	25	3.51993	9.32407	0.503013	0.956322	4.06876	0.0369811	0.92205	25.6036	3.96619	7.25617	0.631825	4.1837	0.0297258	0.946557	25	4.09663
192	0.246914	0	1	30.4444	8.43827	1.06807	3.6485	0.0296801	0.0333623	0.935138	25	3.51732	9.48457	0.512492	0.989527	4.06815	0.0375951	0.921464	25.615	3.96382	7.39198	0.655696	4.1832	0.0302664	0.946146	25	4.09449
193	0.246914	0	1	31.3333	8.58642	1.1059	3.64811	0.0301787	0.0340219	0.934641	25	3.5147	9.64506	0.522445	1.0233	4.06754	0.0382084	0.920869	25.6269	3.96144	7.52778	0.680009	4.18268	0.0308063	0.945728	25	4.09235
194	0.246914	0	1	32.2222	8.73457	1.14439	3.64771	0.0306764	0.0346824	0.934135	25	3.51207	9.80556	0.532873	1.05764	4.06691	0.0388207	0.920264	25.6394	3.95905	7.66358	0.704766	4.18216	0.0313456	0.945302	25	4.0902
195	0.246914	0	1	33.1111	8.88272	1.18354	3.64731	0.0311733	0.0353436	0.933621	25	3.50944	9.96605	0.543777	1.09254	4.06628	0.0394322	0.919649	25.6525	3.95665	7.79938	0.729964	4.18163	0.0318842	0.944869	25	4.08804
196	0.246914	0	1	34	9.03086	1.22335	3.6469	0.0316694	0.0360055	0.933099	25	3.5068	10.1265	0.555161	1.12802	4.06563	0.0400428	0.919023	25.6662	3.95424	7.93519	0.755606	4.18109	0.0324221	0.944428	25	4.08586
197	0.246914	0	1	34.8889	9.17901	1.26381	3.64648	0.0321647	0.036668	0.932567	25	3.50416	10.287	0.567024	1.16405	4.06497	0.0406525	0.918388	25.6804	3.95182	8.07099	0.78169	4.18054	0.0329594	0.94398	25	4.08368
198	0.246914	0	1	35.7778	9.32716	1.30494	3.64605	0.0326591	0.037331	0.932028	25	3.50151	10.4475	0.57937	1.20066	4.06431	0.0412613	0.917744	25.6952	3.94939	8.20679	0.808217	4.17997	0.033496	0.943524	25	4.08149
199	0.246914	0	1	36.6667	9.47531	1.34672	3.64562	0.0331527	0.0379945	0.931479	25	3.49885	10.608	0.5922	1.23783	4.06363	0.0418693	0.917089	25.7106	3.94694	8.34259	0.835186	4.1794	0.0340319	0.94306	25	4.07929
200	0.246914	0	1	37.5556	9.62346	1.38916	3.64518	0.0336454	0.0386584	0.930922	25	3.49618	10.7685	0.605515	1.27557	4.06294	0.0424763	0.916424	25.7266	3.94449	8.4784	0.862598	4.17883	0.0345671	0.942589	25	4.07708
201	0.246914	0	1	38.4444	9.7716	1.43226	3.64474	0.0341372	0.0393226	0.930357	25	3.49351	10.929	0.619316	1.31388	4.06225	0.0430825	0.915749	25.7432	3.94203	8.6142	0.890453	4.17824	0.0351017	0.942111	25	4.07487
202	0.246914	0	1	39.3333	9.91975	1.47602	3.64429	0.0346282	0.0399872	0.929783	25	3.49084	11.0895	0.633607	1.35275	4.06154	0.0436877	0.915065	25.7603	3.93955	8.75	0.91875	4.17764	0.0356356	0.941625	25	4.07264
203	0.246914	0	1	40.2222	10.0679	1.52044	3.64383	0.0351184	0.040652	0.9292	25	3.48815	11.25	0.648387	1.39219	4.06082	0.044292	0.91437	25.7781	3.93707	8.8858	0.94749	4.17703	0.0361688	0.941131	25	4.0704
204	0.246914	0	1	41.1111	10.216	1.56551	3.64336	0.0356077	0.041317	0.928609	25	3.48546	11.4105	0.663659	1.43219	4.06009	0.0448954	0.913666	25.7964	3.93457	9.0216	0.976672	4.17641	0.0367013	0.94063	25	4.06815
205	0.246914	0	1	42	10.3642	1.61125	3.64289	0.0360961	0.0419822	0.928009	25	3.48277	11.571	0.679423	1.47277	4.05935	0.0454979	0.912952	25.8153	3.93207	9.15741	1.0063	4.17579	0.0372331	0.940121	25	4.0659
206	0	0	1	42	9.5	1.35375	3.64241	0.0332427	0.0420782	0.927459	25	3.49924	10.5833	0.690191	1.23208	4.0586	0.0417214	0.912299	25.8282	3.94218	8.41667	0.850083	4.17515	0.0342908	0.939654	25	4.07415
207	0	0	1	42	9.5	1.35375	3.64197	0.0332394	0.0421622	0.92691	25	3.49888	10.5833	0.700749	1.23208	4.05791	0.0417142	0.911645	25.8409	3.9415	8.41667	0.850083	4.17457	0.0342859	0.939186	25	4.07357
208	0	0	1	42	9.5	1.35375	3.64153	0.0332359	0.0422357	0.92636	25	3.49851	10.5833	0.711102	1.23208	4.05723	0.0417069	0.910992	25.8533	3.94081	8.41667	0.850083	4.17398	0.0342809	0.938718	25	4.07298
209	0	0	1	42	9.5	1.35375	3.64109	0.0332323	0.0422999	0.92581	25	3.49814	10.5833	0.721252	1.23208	4.05654	0.0416997	0.910339	25.8655	3.94012	8.41667	0.850083	4.1734	0.034276	0.938251	25	4.0724
210	0	0	1	42	9.5	1.35375	3.64065	0.0332287	0.0423562	0.92526	25	3.49775	10.5833	0.731205	1.23208	4.05586	0.0416924	0.909685	25.8774	3.93944	8.41667	0.850083	4.17281	0.0342711	0.937783	25	4.07181
211	0	0	1	42	9.5	1.35375	3.64021	0.033225	0.0424054	0.924711	25	3.49736	10.5833	0.740964	1.23208	4.05517	0.0416851	0.909032	25.8892	3.93875	8.41667	0.850083	4.17223	0.0342662	0.937316	25	4.07123
212	0	0	1	42	9.5	1.35375	3.63977	0.0332212	0.0424485	0.924161	25	3.49697	10.5833	0.750533	1.23208	4.05448	0.0416779	0.908379	25.9006	3.93807	8.41667	0.850083	4.17164	0.0342613	0.936848	25	4.07064
213	0	0	1	42	9.5	1.35375	3.63933	0.0332174	0.0424862	0.923611	25	3.49656	10.5833	0.759916	1.23208	4.0538	0.0416706	0.907725	25.9119	3.93738	8.41667	0.850083	4.17106	0.0342563	0.93638	25	4.07006
214	0	0	1	42	9.5	1.35375	3.63889	0.0332135	0.0425192	0.923061	25	3.49616	10.5833	0.769115	1.23208	4.05311	0.0416634	0.907072	25.9229	3.9367	8.41667	0.850083	4.17048	0.0342514	0.935913	25	4.06948
215	0	0	1	42	9.5	1.35375	3.63845	0.0332096	0.042548	0.922512	25	3.49575	10.5833	0.778136	1.23208	4.05243	0.0416561	0.906419	25.9338	3.93601	8.41667	0.850083	4.16989	0.0342465	0.935445	25	4.06889
